thai sentence,english sentence,thai phoneme,english phoneme
เมื่อเรามีความหวังและทัศนคติที่ดี เราก็จะสามารถเผชิญกับความท้าทายได้อย่างมั่นใจ,"When we have hope and a positive attitude, we can face challenges with confidence",m ɯːa3 _ r a w _ m iː _ kʰw aː m w a5 ŋ _ l ɛ4 _ tʰ a4 t s a2 n a4 kʰ a4 t i2 _ tʰ iː3 _ d iː _ r a w _ k ᴐː3 _ c a2 _ s aː5 m aː3 t _ pʰ a2 cʰ ɤː n _ k a2 p _ kʰw aː m _ tʰ aː4 tʰ aː j _ d aː3 j _ j aː2 ŋ _ m a3 n c a j,"w ɛ n _ w iː _ h æ v _ h oʊ p _ æ n d _ ɐ _ p ɑː z ɪ t ɪ v _ æ ɾ ɪ t uː d , _ w iː _ k æ n _ f eɪ s _ tʃ æ l ɪ n dʒ ᵻ z _ w ɪ ð _ k ɑː n f ɪ d ə n s"
ครอบครัวของฉันวางแผนจะไปเที่ยวทะเลช่วงวันหยุดนี้ แต่ยังไม่ได้ตัดสินใจว่าจะไปที่ไหน,"My family plans to go to the beach this holiday, but we haven't decided where to go yet",kʰr ᴐː3 p kʰr uːa _ kʰ ᴐː5 ŋ _ cʰ a5 n _ w aː ŋ pʰ ɛː5 n _ c a2 _ p a j _ tʰ iːa3 w _ tʰ a4 l eː _ cʰ uːa3 ŋ _ w a n j u2 t _ n iː4 _ t ɛː2 _ j a ŋ _ m a3 j d aː3 j _ t a2 t s i5 n c a j _ w aː3 _ c a2 _ p a j _ tʰ iː3 n a5 j,"m aɪ _ f æ m ɪ l i _ p l æ n z _ t ə _ ɡ oʊ _ t ə _ ð ə _ b iː tʃ _ ð ɪ s _ h ɑː l ɪ d eɪ , _ b ʌ t _ w iː _ h æ v ə n t _ d ᵻ s aɪ d ᵻ d _ w ɛɹ _ t ə _ ɡ oʊ _ j ɛ t"
ฉันชอบอ่านหนังสือก่อนนอน เพราะมันช่วยให้ฉันผ่อนคลายและหลับสบายขึ้น,I like to read a book before bed because it helps me relax and sleep better,cʰ a5 n _ cʰ ᴐː3 p _ ʔ aː2 n n a5 ŋ s ɯː5 _ k ᴐː2 n _ n ᴐː n _ pʰr ᴐ4 _ m a n _ cʰ uːa3 j _ h a3 j _ cʰ a5 n _ pʰ ᴐː2 n kʰl aː j _ l ɛ4 _ l a2 p _ s a2 b aː j _ kʰ ɯ3 n,aɪ _ l aɪ k _ t ə _ ɹ iː d _ ɐ _ b ʊ k _ b ɪ f oːɹ _ b ɛ d _ b ɪ k ʌ z _ ɪ t _ h ɛ l p s _ m iː _ ɹ ɪ l æ k s _ æ n d _ s l iː p _ b ɛ ɾ ɚ
ถ้าคุณมีเวลาว่างสุดสัปดาห์นี้ เราไปเดินเล่นที่สวนสาธารณะกันไหม,"If you have free time this weekend, shall we go for a walk in the park?",tʰ aː3 _ kʰ u n _ m iː _ w eː l aː w aː3 ŋ _ s u2 t s a2 p d aː _ n iː4 _ r a w _ p a j _ d ɤː n l eː3 n _ tʰ iː3 _ s uːa5 n s aː5 tʰ aː r a4 n a4 _ k a n _ m a5 j,"ɪ f _ j uː _ h æ v _ f ɹ iː _ t aɪ m _ ð ɪ s _ w iː k ɛ n d , _ ʃ æ l _ w iː _ ɡ oʊ _ f ɚ ɹ ə _ w ɔː k _ ɪ n ð ə _ p ɑːɹ k ?"
เมื่อวานนี้ฝนตกหนักมาก ทำให้ถนนลื่นและต้องขับรถอย่างระมัดระวัง,"It rained heavily yesterday, making the roads slippery and requiring careful driving",m ɯːa3 w aː n n iː4 _ f o5 n t o2 k _ n a2 k _ m aː3 k _ tʰ a m h a3 j _ tʰ a2 n o5 n _ l ɯː3 n _ l ɛ4 _ t ᴐː3 ŋ _ kʰ a2 p r o4 t _ j aː2 ŋ _ r a4 m a4 t r a4 w a ŋ,"ɪ t _ ɹ eɪ n d _ h ɛ v i l i _ j ɛ s t ɚ d eɪ , _ m eɪ k ɪ ŋ _ ð ə _ ɹ oʊ d z _ s l ɪ p ɚ ɹ i _ æ n d _ ɹ ɪ k w aɪɚ ɹ ɪ ŋ _ k ɛɹ f əl _ d ɹ aɪ v ɪ ŋ"
ฉันกำลังเรียนภาษาใหม่ และถึงแม้มันจะยาก แต่ฉันก็สนุกกับการเรียนรู้,"I'm learning a new language, and even though it's hard, I'm enjoying learning",cʰ a5 n _ k a m l a ŋ _ r iːa n _ pʰ aː s aː5 _ m a2 j _ l ɛ4 _ tʰ ɯ5 ŋ m ɛː4 _ m a n _ c a2 _ j aː3 k _ t ɛː2 _ cʰ a5 n _ k ᴐː3 _ s a2 n u2 k _ k a2 p _ k aː n _ r iːa n r uː4,"aɪ m _ l ɜː n ɪ ŋ _ ɐ _ n uː _ l æ ŋ ɡ w ɪ dʒ , _ æ n d _ iː v ə n _ ð oʊ _ ɪ t s _ h ɑːɹ d , _ aɪ m _ ɛ n dʒ ɔɪ ɪ ŋ _ l ɜː n ɪ ŋ"
เราควรเตรียมอาหารกลางวันไปปิกนิกด้วยกันที่ชายหาดในวันเสาร์นี้ดีไหม,Should we prepare lunch to have a picnic together at the beach this Saturday?,r a w _ kʰ uːa n _ tr iːa m _ ʔ aː h aː5 n kl aː ŋ w a n _ p a j _ p i2 k n i4 k _ d uːa3 j k a n _ tʰ iː3 _ cʰ aː j h aː2 t _ n a j _ w a n s a5 w _ n iː4 _ d iː _ m a5 j,ʃ ʊ d _ w iː _ p ɹ ɪ p ɛɹ _ l ʌ n tʃ _ t ə _ h æ v _ ɐ _ p ɪ k n ɪ k _ t ə ɡ ɛ ð ɚ ɹ _ æ t _ ð ə _ b iː tʃ _ ð ɪ s _ s æ ɾ ɚ d eɪ ?
บ้านของฉันอยู่ใกล้กับภูเขา ดังนั้นฉันจึงมักไปเดินป่ากับสุนัขของฉัน,"My house is near the mountains, so I often go hiking with my dog",b aː3 n _ kʰ ᴐː5 ŋ _ cʰ a5 n _ j uː2 _ kl a3 j _ k a2 p _ pʰ uː kʰ a5 w _ d a ŋ n a4 n _ cʰ a5 n _ c ɯ ŋ _ m a4 k _ p a j _ d ɤː n p aː2 _ k a2 p _ s u2 n a4 k _ kʰ ᴐː5 ŋ _ cʰ a5 n,"m aɪ _ h aʊ s _ ɪ z _ n ɪɹ _ ð ə _ m aʊ n t ɪ n z , _ s oʊ _ aɪ _ ɔ f ə n _ ɡ oʊ _ h aɪ k ɪ ŋ _ w ɪ ð _ m aɪ _ d ɑː ɡ"
พรุ่งนี้ฉันต้องตื่นเช้าเพื่อไปสนามบิน เพราะเที่ยวบินของฉันออกตอนแปดโมง,Tomorrow I have to wake up early to go to the airport because my flight departs at eight,pʰr u3 ŋ n iː4 _ cʰ a5 n _ t ᴐː3 ŋ _ t ɯː2 n _ cʰ a4 w _ pʰ ɯːa3 _ p a j _ s a2 n aː5 m b i n _ pʰr ᴐ4 _ tʰ iːa3 w b i n _ kʰ ᴐː5 ŋ _ cʰ a5 n _ ʔ ᴐː2 k _ t ᴐː n _ p ɛː2 t _ m oː ŋ,t ə m ɔː ɹ oʊ _ aɪ _ h æ v _ t ə _ w eɪ k _ ʌ p _ ɜː l i _ t ə _ ɡ oʊ _ t ə _ ð ɪ _ ɛɹ p oːɹ t _ b ɪ k ʌ z _ m aɪ _ f l aɪ t _ d ɪ p ɑːɹ t s _ æ t _ eɪ t
ฉันเพิ่งซื้อจักรยานใหม่ และกำลังรอคอยที่จะขี่มันรอบเมือง,I just bought a new bicycle and am looking forward to riding it around the city,cʰ a5 n _ pʰ ɤː3 ŋ _ s ɯː4 _ c a2 k kr a2 j aː n _ m a2 j _ l ɛ4 _ k a m l a ŋ _ r ᴐː kʰ ᴐː j _ tʰ iː3 _ c a2 _ kʰ iː2 _ m a n _ r ᴐː3 p _ m ɯːa ŋ,aɪ _ dʒ ʌ s t _ b ɔː t _ ɐ _ n uː _ b aɪ s ɪ k əl _ æ n d _ ɐ m _ l ʊ k ɪ ŋ _ f oːɹ w ɚ d _ t ə _ ɹ aɪ d ɪ ŋ _ ɪ t _ ɐ ɹ aʊ n d _ ð ə _ s ɪ ɾ i
ถ้าฝนไม่ตก เราจะจัดงานเลี้ยงกลางแจ้งเพื่อฉลองวันเกิดของเขา,"If it doesn't rain, we'll have an outdoor party to celebrate his birthday",tʰ aː3 _ f o5 n _ m a3 j _ t o2 k _ r a w _ c a2 _ c a2 t _ ŋ aː n l iːa4 ŋ _ kl aː ŋ c ɛː3 ŋ _ pʰ ɯːa3 _ cʰ a2 l ᴐː5 ŋ _ w a n k ɤː2 t _ kʰ ᴐː5 ŋ _ kʰ a5 w,"ɪ f _ ɪ t _ d ʌ z ə n t _ ɹ eɪ n , _ w iː l _ h æ v _ ɐ n _ aʊ t d oːɹ _ p ɑːɹ ɾ i _ t ə _ s ɛ l ə b ɹ eɪ t _ h ɪ z _ b ɜː θ d eɪ"
ฉันต้องการซื้อของขวัญให้แม่ แต่ยังไม่แน่ใจว่าจะเลือกอะไรดี,"I want to buy a gift for my mother, but I'm not sure what to choose",cʰ a5 n _ t ᴐː3 ŋ k aː n _ s ɯː4 _ kʰ ᴐː5 ŋ kʰw a5 n _ h a3 j _ m ɛː3 _ t ɛː2 _ j a ŋ _ m a3 j _ n ɛː3 c a j _ w aː3 _ c a2 _ l ɯːa3 k _ ʔ a2 r a j _ d iː,"aɪ _ w ɑː n t _ t ə _ b aɪ _ ɐ _ ɡ ɪ f t _ f ɔːɹ _ m aɪ _ m ʌ ð ɚ , _ b ʌ t _ aɪ m _ n ɑː t _ ʃ ʊɹ _ w ʌ t _ t ə _ tʃ uː z"
แม้ว่าวันนี้อากาศจะร้อน แต่ฉันก็ยังชอบออกไปเดินเล่นและสนุกกับแสงแดด,"Even though it's hot today, I still like to go for a walk and enjoy the sunshine",m ɛː4 w aː3 _ w a n n iː4 _ ʔ aː k aː2 t _ c a2 _ r ᴐː4 n _ t ɛː2 _ cʰ a5 n _ k ᴐː3 _ j a ŋ _ cʰ ᴐː3 p _ ʔ ᴐː2 k _ p a j _ d ɤː n l eː3 n _ l ɛ4 _ s a2 n u2 k _ k a2 p _ s ɛː5 ŋ d ɛː2 t,"iː v ə n _ ð oʊ _ ɪ t s _ h ɑː t _ t ə d eɪ , _ aɪ _ s t ɪ l _ l aɪ k _ t ə _ ɡ oʊ _ f ɚ ɹ ə _ w ɔː k _ æ n d _ ɛ n dʒ ɔɪ _ ð ə _ s ʌ n ʃ aɪ n"
เธอสามารถช่วยสอนการทำอาหารจานนี้ให้ฉันได้ไหม เพราะฉันอยากเรียนรู้สูตรนี้,Can you help teach me how to cook this dish because I'd like to learn the recipe,tʰ ɤː _ s aː5 m aː3 t _ cʰ uːa3 j _ s ᴐː5 n _ k aː n _ tʰ a m ʔ aː h aː5 n _ c aː n _ n iː4 _ h a3 j _ cʰ a5 n _ d aː3 j _ m a5 j _ pʰr ᴐ4 _ cʰ a5 n _ j aː2 k _ r iːa n r uː4 _ s uː2 t _ n iː4,k æ n _ j uː _ h ɛ l p _ t iː tʃ _ m iː _ h aʊ _ t ə _ k ʊ k _ ð ɪ s _ d ɪ ʃ _ b ɪ k ʌ z _ aɪ d _ l aɪ k _ t ə _ l ɜː n _ ð ə _ ɹ ɛ s ɪ p iː
พี่ชายของฉันกำลังจะย้ายไปต่างประเทศเพื่อเรียนต่อ ฉันจะคิดถึงเขามาก,My older brother is moving abroad to study; I will miss him a lot,pʰ iː3 cʰ aː j _ kʰ ᴐː5 ŋ _ cʰ a5 n _ k a m l a ŋ _ c a2 _ j aː4 j _ p a j _ t aː2 ŋ pr a2 tʰ eː3 t _ pʰ ɯːa3 _ r iːa n _ t ᴐː2 _ cʰ a5 n _ c a2 _ kʰ i4 t tʰ ɯ5 ŋ _ kʰ a5 w _ m aː3 k,m aɪ _ oʊ l d ɚ _ b ɹ ʌ ð ɚ ɹ _ ɪ z _ m uː v ɪ ŋ _ ɐ b ɹ ɔː d _ t ə _ s t ʌ d i ; _ aɪ _ w ɪ l _ m ɪ s _ h ɪ m _ ɐ _ l ɑː t
ถ้าคุณมีปัญหา อย่าลังเลที่จะโทรหาฉัน ฉันยินดีจะช่วยเสมอ,"If you have a problem, don't hesitate to call me; I'm always happy to help",tʰ aː3 _ kʰ u n _ m iː _ p a n h aː5 _ j aː2 _ l a ŋ l eː _ tʰ iː3 _ c a2 _ tʰ oː _ h aː5 _ cʰ a5 n _ cʰ a5 n _ j i n d iː _ c a2 _ cʰ uːa3 j _ s a2 m ɤː5,"ɪ f _ j uː _ h æ v _ ɐ _ p ɹ ɑː b l ə m , _ d oʊ n t _ h ɛ s ᵻ t eɪ t _ t ə _ k ɔː l _ m iː ; _ aɪ m _ ɔː l w eɪ z _ h æ p i _ t ə _ h ɛ l p"
เราควรเริ่มวางแผนสำหรับการเดินทางครั้งหน้า เพื่อให้ทุกอย่างเป็นไปอย่างราบรื่น,We should start planning for our next trip to make everything go smoothly,r a w _ kʰ uːa n _ r ɤː3 m _ w aː ŋ pʰ ɛː5 n _ s a5 m r a2 p _ k aː n _ d ɤː n tʰ aː ŋ _ kʰr a4 ŋ n aː3 _ pʰ ɯːa3 _ h a3 j _ tʰ u4 k _ j aː2 ŋ _ p e n _ p a j _ j aː2 ŋ _ r aː3 p r ɯː3 n,w iː _ ʃ ʊ d _ s t ɑːɹ t _ p l æ n ɪ ŋ _ f ɔː ɹ _ aʊ ɚ _ n ɛ k s t _ t ɹ ɪ p _ t ə _ m eɪ k _ ɛ v ɹ ɪ θ ɪ ŋ _ ɡ oʊ _ s m uː ð l i
ฉันชอบฟังเพลงขณะทำงาน เพราะมันช่วยให้ฉันมีสมาธิและทำงานได้เร็วขึ้น,I like to listen to music while working because it helps me focus and work faster,cʰ a5 n _ cʰ ᴐː3 p _ f a ŋ _ pʰl eː ŋ _ kʰ a2 n a2 _ tʰ a m ŋ aː n _ pʰr ᴐ4 _ m a n _ cʰ uːa3 j _ h a3 j _ cʰ a5 n _ m iː _ s a2 m aː tʰ i4 _ l ɛ4 _ tʰ a m ŋ aː n _ d aː3 j _ r e w _ kʰ ɯ3 n,aɪ _ l aɪ k _ t ə _ l ɪ s ə n _ t ə _ m j uː z ɪ k _ w aɪ l _ w ɜː k ɪ ŋ _ b ɪ k ʌ z _ ɪ t _ h ɛ l p s _ m iː _ f oʊ k ə s _ æ n d _ w ɜː k _ f æ s t ɚ
ถ้าคุณสนใจ เราสามารถเข้าร่วมกิจกรรมอาสาสมัครในชุมชนสุดสัปดาห์นี้,"If you're interested, we can join the volunteer activities in the community this weekend",tʰ aː3 _ kʰ u n _ s o5 n c a j _ r a w _ s aː5 m aː3 t _ kʰ a3 w _ r uːa3 m _ k i2 t c a2 k a m _ ʔ aː s aː5 s a2 m a2 k _ n a j _ cʰ u m cʰ o n _ s u2 t s a2 p d aː _ n iː4,"ɪ f _ j ʊ ɹ _ ɪ n t ɹ ə s t ᵻ d , _ w iː _ k æ n _ dʒ ɔɪ n _ ð ə _ v ɑː l ə n t ɪ ɹ _ æ k t ɪ v ɪ ɾ i z _ ɪ n ð ə _ k ə m j uː n ɪ ɾ i _ ð ɪ s _ w iː k ɛ n d"
ฉันกำลังมองหาหนังสือเล่มใหม่ที่จะอ่าน คุณมีคำแนะนำไหม,I'm looking for a new book to read; do you have any recommendations?,cʰ a5 n _ k a m l a ŋ _ m ᴐː ŋ h aː5 _ n a5 ŋ s ɯː5 _ l eː3 m _ m a2 j _ tʰ iː3 _ c a2 _ ʔ aː2 n _ kʰ u n _ m iː _ kʰ a m n ɛ4 n a m _ m a5 j,aɪ m _ l ʊ k ɪ ŋ _ f ɚ ɹ ə _ n uː _ b ʊ k _ t ə _ ɹ iː d ; _ d uː _ j uː _ h æ v _ ɛ n i _ ɹ ɛ k ə m ɛ n d eɪ ʃ ə n z ?
เธอต้องการไปชมคอนเสิร์ตกับฉันในวันศุกร์นี้ไหม ฉันมีบัตรเพิ่ม,Do you want to go to the concert with me this Friday? I have an extra ticket,tʰ ɤː _ t ᴐː3 ŋ k aː n _ p a j _ cʰ o m _ kʰ ᴐː n s ɤː2 t _ k a2 p _ cʰ a5 n _ n a j _ w a n s u2 k _ n iː4 _ m a5 j _ cʰ a5 n _ m iː _ b a2 t _ pʰ ɤː3 m,d uː _ j uː _ w ɑː n t _ t ə _ ɡ oʊ _ t ə _ ð ə _ k ɑː n s ɜː t _ w ɪ ð _ m iː _ ð ɪ s _ f ɹ aɪ d eɪ ? _ aɪ _ h æ v _ ɐ n _ ɛ k s t ɹ ə _ t ɪ k ɪ t
หลังจากฝนตก ดอกไม้ในสวนก็ดูสดใสและสวยงามมากขึ้น,"After the rain, the flowers in the garden look brighter and more beautiful",l a5 ŋ c aː2 k _ f o5 n t o2 k _ d ᴐː2 k m aː4 j _ n a j _ s uːa5 n _ k ᴐː3 _ d uː _ s o2 t s a5 j _ l ɛ4 _ s uːa5 j ŋ aː m _ m aː3 k _ kʰ ɯ3 n,"æ f t ɚ _ ð ə _ ɹ eɪ n , _ ð ə _ f l aʊ ɚ z _ ɪ n ð ə _ ɡ ɑːɹ d ə n _ l ʊ k _ b ɹ aɪ ɾ ɚ _ æ n d _ m oːɹ _ b j uː ɾ ɪ f əl"
ฉันตื่นเต้นที่จะได้ลองเล่นกีฬาทางน้ำในวันหยุดครั้งหน้า,I'm excited to try water sports on my next vacation,cʰ a5 n _ t ɯː2 n t eː3 n _ tʰ iː3 _ c a2 _ d aː3 j _ l ᴐː ŋ _ l eː3 n k iː l aː _ tʰ aː ŋ n aː4 m _ n a j _ w a n j u2 t _ kʰr a4 ŋ n aː3,aɪ m _ ɛ k s aɪ ɾ ᵻ d _ t ə _ t ɹ aɪ _ w ɔː ɾ ɚ _ s p oːɹ t s _ ɑː n _ m aɪ _ n ɛ k s t _ v eɪ k eɪ ʃ ə n
ถ้าเราออกเดินทางตอนนี้ เราจะถึงที่หมายก่อนพระอาทิตย์ตกดิน,"If we leave now, we'll reach our destination before sunset",tʰ aː3 _ r a w _ ʔ ᴐː2 k _ d ɤː n tʰ aː ŋ _ t ᴐː n n iː4 _ r a w _ c a2 _ tʰ ɯ5 ŋ _ tʰ iː3 m aː5 j _ k ᴐː2 n _ pʰr a4 ʔ aː tʰ i4 t _ t o2 k d i n,"ɪ f _ w iː _ l iː v _ n aʊ , _ w iː l _ ɹ iː tʃ _ aʊ ɚ _ d ɛ s t ɪ n eɪ ʃ ə n _ b ɪ f oːɹ _ s ʌ n s ɛ t"
การออกกำลังกายทุกวันช่วยให้ฉันมีพลังงานและสุขภาพดีขึ้น,Exercising every day helps me have more energy and better health,k aː n _ ʔ ᴐː2 k k a m l a ŋ k aː j _ tʰ u4 k _ w a n _ cʰ uːa3 j _ h a3 j _ cʰ a5 n _ m iː _ pʰ a4 l a ŋ ŋ aː n _ l ɛ4 _ s u2 k kʰ a2 pʰ aː3 p _ d iː _ kʰ ɯ3 n,ɛ k s ɚ s aɪ z ɪ ŋ _ ɛ v ɹ i _ d eɪ _ h ɛ l p s _ m iː _ h æ v _ m oː ɹ _ ɛ n ɚ dʒ i _ æ n d _ b ɛ ɾ ɚ _ h ɛ l θ
ฉันกำลังคิดจะเลี้ยงแมว เพราะฉันชอบสัตว์เลี้ยงและต้องการเพื่อนที่บ้าน,I'm thinking of getting a cat because I love pets and want a companion at home,cʰ a5 n _ k a m l a ŋ _ kʰ i4 t _ c a2 _ l iːa4 ŋ _ m ɛː w _ pʰr ᴐ4 _ cʰ a5 n _ cʰ ᴐː3 p _ s a2 t l iːa4 ŋ _ l ɛ4 _ t ᴐː3 ŋ k aː n _ pʰ ɯːa3 n _ tʰ iː3 _ b aː3 n,aɪ m _ θ ɪ ŋ k ɪ ŋ _ ʌ v _ ɡ ɛ ɾ ɪ ŋ _ ɐ _ k æ t _ b ɪ k ʌ z _ aɪ _ l ʌ v _ p ɛ t s _ æ n d _ w ɑː n t _ ɐ _ k ə m p æ n iə n _ æ t _ h oʊ m
คุณอยากเรียนทำขนมกับฉันไหม มันน่าสนุกมากเลย,Would you like to learn baking with me? It would be a lot of fun,kʰ u n _ j aː2 k _ r iːa n _ tʰ a m _ kʰ a2 n o5 m _ k a2 p _ cʰ a5 n _ m a5 j _ m a n _ n aː3 s a2 n u2 k _ m aː3 k _ l ɤː j,w ʊ d _ j uː _ l aɪ k _ t ə _ l ɜː n _ b eɪ k ɪ ŋ _ w ɪ ð _ m iː ? _ ɪ t _ w ʊ d _ b iː _ ɐ _ l ɑː t _ ʌ v _ f ʌ n
เมื่อเราไปถึงยอดเขา วิวที่มองเห็นก็งดงามจนหายเหนื่อย,"When we reached the mountain top, the view was so beautiful that it took away our fatigue",m ɯːa3 _ r a w _ p a j _ tʰ ɯ5 ŋ _ j ᴐː3 t kʰ a5 w _ w i w _ tʰ iː3 _ m ᴐː ŋ h e5 n _ k ᴐː3 _ ŋ o4 t ŋ aː m _ c o n _ h aː5 j _ n ɯːa2 j,"w ɛ n _ w iː _ ɹ iː tʃ t _ ð ə _ m aʊ n t ɪ n _ t ɑː p , _ ð ə _ v j uː _ w ʌ z _ s oʊ _ b j uː ɾ ɪ f əl _ ð ɐ ɾ ɪ t _ t ʊ k _ ɐ w eɪ _ aʊ ɚ _ f ɐ t iː ɡ"
ถ้าคุณต้องการความช่วยเหลือในการทำงาน โปรดบอกฉันได้เลย,"If you need help with the work, please let me know",tʰ aː3 _ kʰ u n _ t ᴐː3 ŋ k aː n _ kʰw aː m _ cʰ uːa3 j l ɯːa5 _ n a j _ k aː n _ tʰ a m ŋ aː n _ pr oː2 t _ b ᴐː2 k _ cʰ a5 n _ d aː3 j _ l ɤː j,"ɪ f _ j uː _ n iː d _ h ɛ l p _ w ɪ ð ð ə _ w ɜː k , _ p l iː z _ l ɛ t _ m iː _ n oʊ"
การเดินทางด้วยรถไฟครั้งนี้เป็นประสบการณ์ใหม่ที่ฉันตื่นเต้นมาก,This train journey is a new experience that I'm very excited about,k aː n _ d ɤː n tʰ aː ŋ _ d uːa3 j _ r o4 t f a j _ kʰr a4 ŋ n iː4 _ p e n _ pr a2 s o2 p k aː n _ m a2 j _ tʰ iː3 _ cʰ a5 n _ t ɯː2 n t eː3 n _ m aː3 k,ð ɪ s _ t ɹ eɪ n _ dʒ ɜː n i _ ɪ z _ ɐ _ n uː _ ɛ k s p iə ɹ ɪ ə n s _ ð æ t _ aɪ m _ v ɛ ɹ i _ ɛ k s aɪ ɾ ᵻ d _ ɐ b aʊ t
ฉันชอบชมพระอาทิตย์ขึ้นตอนเช้า มันทำให้ฉันรู้สึกสดชื่นและพร้อมสำหรับวันใหม่,I love watching the sunrise in the morning; it makes me feel refreshed and ready for the new day,cʰ a5 n _ cʰ ᴐː3 p _ cʰ o m _ pʰr a4 ʔ aː tʰ i4 t _ kʰ ɯ3 n _ t ᴐː n cʰ a4 w _ m a n _ tʰ a m h a3 j _ cʰ a5 n _ r uː4 s ɯ2 k _ s o2 t cʰ ɯː3 n _ l ɛ4 _ pʰr ᴐː4 m _ s a5 m r a2 p _ w a n _ m a2 j,aɪ _ l ʌ v _ w ɑː tʃ ɪ ŋ _ ð ə _ s ʌ n ɹ aɪ z _ ɪ n ð ə _ m ɔːɹ n ɪ ŋ ; _ ɪ t _ m eɪ k s _ m iː _ f iː l _ ɹ ɪ f ɹ ɛ ʃ t _ æ n d _ ɹ ɛ d i _ f ɚ ð ə _ n uː _ d eɪ
เราควรไปเยี่ยมชมพิพิธภัณฑ์ศิลปะ เพราะมีนิทรรศการที่น่าสนใจ,We should visit the art museum because there's an interesting exhibition,r a w _ kʰ uːa n _ p a j _ j iːa3 m _ cʰ o m _ pʰ i4 pʰ i4 t tʰ a4 pʰ a n _ s i5 n l a4 p a2 _ pʰr ᴐ4 _ m iː _ n i4 tʰ a4 t s a2 k aː n _ tʰ iː3 _ n aː3 s o5 n c a j,w iː _ ʃ ʊ d _ v ɪ z ɪ t _ ð ɪ _ ɑːɹ t _ m j uː z iə m _ b ɪ k ʌ z _ ð ɛɹ z _ ɐ n _ ɪ n t ɹ ə s t ɪ ŋ _ ɛ k s ɪ b ɪ ʃ ə n
ฉันต้องการฝึกฝนทักษะการถ่ายภาพของฉัน คุณอยากไปถ่ายรูปด้วยกันไหม,I want to practice my photography skills; would you like to go take photos together?,cʰ a5 n _ t ᴐː3 ŋ k aː n _ f ɯ2 k f o5 n _ tʰ a4 k s a2 _ k aː n _ tʰ aː2 j pʰ aː3 p _ kʰ ᴐː5 ŋ _ cʰ a5 n _ kʰ u n _ j aː2 k _ p a j _ tʰ aː2 j r uː3 p _ d uːa3 j k a n _ m a5 j,aɪ _ w ɑː n t _ t ə _ p ɹ æ k t ɪ s _ m aɪ _ f ə t ɑː ɡ ɹ ə f i _ s k ɪ l z ; _ w ʊ d _ j uː _ l aɪ k _ t ə _ ɡ oʊ _ t eɪ k _ f oʊ ɾ oʊ z _ t ə ɡ ɛ ð ɚ ?
แม้ว่าวันนี้จะยุ่งมาก แต่ฉันก็ยังอยากทำอาหารค่ำเอง,"Even though today is very busy, I still want to cook dinner myself",m ɛː4 w aː3 _ w a n n iː4 _ c a2 _ j u3 ŋ _ m aː3 k _ t ɛː2 _ cʰ a5 n _ k ᴐː3 _ j a ŋ _ j aː2 k _ tʰ a m ʔ aː h aː5 n _ kʰ a3 m _ ʔ eː ŋ,"iː v ə n _ ð oʊ _ t ə d eɪ _ ɪ z _ v ɛ ɹ i _ b ɪ z i , _ aɪ _ s t ɪ l _ w ɑː n t _ t ə _ k ʊ k _ d ɪ n ɚ _ m aɪ s ɛ l f"
เธอคิดอย่างไรเกี่ยวกับการจัดงานปาร์ตี้ชุดแฟนซีสำหรับวันเกิดของฉัน,What do you think about having a costume party for my birthday?,tʰ ɤː _ kʰ i4 t _ j aː2 ŋ r a j _ k iːa2 w k a2 p _ k aː n _ c a2 t ŋ aː n _ p aː t iː3 _ cʰ u4 t _ f ɛː n s iː _ s a5 m r a2 p _ w a n k ɤː2 t _ kʰ ᴐː5 ŋ _ cʰ a5 n,w ʌ t _ d uː _ j uː _ θ ɪ ŋ k _ ɐ b aʊ t _ h æ v ɪ ŋ _ ɐ _ k ɔ s t uː m _ p ɑːɹ ɾ i _ f ɔːɹ _ m aɪ _ b ɜː θ d eɪ ?
หลังจากฝึกฝนมานาน ในที่สุดฉันก็สามารถวิ่งมาราธอนได้สำเร็จ,"After long training, I finally succeeded in running a marathon",l a5 ŋ c aː2 k _ f ɯ2 k f o5 n _ m aː _ n aː n _ n a j tʰ iː3 s u2 t _ cʰ a5 n _ k ᴐː3 _ s aː5 m aː3 t _ w i3 ŋ m aː r aː tʰ ᴐː n _ d aː3 j _ s a5 m r e2 t,"æ f t ɚ _ l ɑː ŋ _ t ɹ eɪ n ɪ ŋ , _ aɪ _ f aɪ n əl i _ s ə k s iː d ᵻ d _ ɪ n _ ɹ ʌ n ɪ ŋ _ ɐ _ m æ ɹ ə θ ɑː n"
เรามาลองปลูกต้นไม้ในห้องของเราดีไหม น่าจะทำให้บรรยากาศสดชื่นขึ้น,Shall we try planting some indoor plants? It might make the atmosphere fresher,r a w _ m aː _ l ᴐː ŋ _ pl uː2 k _ t o3 n m aː4 j _ n a j _ h ᴐː3 ŋ _ kʰ ᴐː5 ŋ _ r a w _ d iː _ m a5 j _ n aː3 c a2 _ tʰ a m h a3 j _ b a n j aː k aː2 t _ s o2 t cʰ ɯː3 n _ kʰ ɯ3 n,ʃ æ l _ w iː _ t ɹ aɪ _ p l æ n t ɪ ŋ _ s ʌ m _ ɪ n d oːɹ _ p l æ n t s ? _ ɪ t _ m aɪ t _ m eɪ k _ ð ɪ _ æ t m ə s f ɪɹ _ f ɹ ɛ ʃ ɚ
